1.9981579,-0.0,-0.0,4.651321,46.41908,-0.0,13.46803,8.448846,-0.0,14.867327,-0.0,-0.0,8.361613,6.0556045,3.1976755,-0.0,-0.0,-0.0,6.583092,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.2991145,-0.0,8.346989,-0.0,9.472662,-0.0,-0.0,-0.0,8.224458,17.745523,43.441593,-0.0,-0.0,12.641973,-0.0,13.209356,-0.0,-0.0,-0.0,-0.0,12.402545,-0.0,-0.0,-0.0,-0.0,7.8329306,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
10.408969,-0.0,-0.0,21.9273,-0.0,-0.0,-0.0,24.507618,-0.0,18.640362,-0.0,-0.0,-0.0,6.715326,18.70247,-0.0,-0.0,-0.0,13.822043,-0.0,-0.0,-0.0,-0.0,-0.0,62.46812,6.0254474,-0.0,-0.0,-0.0,6.379581,82.77681,-0.0,-0.0,4.0896106,-0.0,-0.0,-0.0,23.493494,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,26.175678,-0.0,-0.0,-0.0,-0.0,27.52922,-0.0,-0.0,-0.0,-0.0,15.08675,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
3.1882215,-0.0,-0.0,12.742133,-0.0,-0.0,-0.0,18.147564,-0.0,17.86026,-0.0,-0.0,-0.0,3.3013723,8.889866,-0.0,-0.0,-0.0,8.389282,-0.0,-0.0,-0.0,-0.0,-0.0,86.38187,51.689644,-0.0,-0.0,-0.0,-0.0,91.284355,-0.0,-0.0,6.4542637,-0.0,-0.0,-0.0,16.638908,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,22.724676,-0.0,-0.0,-0.0,-0.0,23.466003,-0.0,-0.0,-0.0,-0.0,10.988153,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2.0860937,-0.0,-0.0,4.777666,45.44264,-0.0,13.59665,8.558117,-0.0,14.928837,-0.0,-0.0,8.592913,6.2392583,3.3127296,-0.0,-0.0,-0.0,6.7358184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.2634397,-0.0,8.336992,-0.0,9.564666,-0.0,-0.0,-0.0,8.347123,17.313065,42.92657,-0.0,-0.0,12.403523,-0.0,13.288715,-0.0,-0.0,-0.0,-0.0,12.479157,-0.0,-0.0,-0.0,-0.0,7.942641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
5.565739,-0.0,-0.0,15.384963,-0.0,-0.0,-0.0,18.70997,-0.0,15.568162,-0.0,-0.0,-0.0,3.6019807,12.260065,-0.0,-0.0,-0.0,9.378927,-0.0,-0.0,-0.0,-0.0,-0.0,60.38897,17.564774,-0.0,-0.0,-0.0,1.1508895,74.75183,-0.0,-0.0,3.3201208,-0.0,-0.0,-0.0,17.611639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,21.255953,-0.0,-0.0,-0.0,-0.0,22.256216,-0.0,-0.0,-0.0,-0.0,11.085563,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
6.3661847,-0.0,-0.0,11.7587595,27.512583,-0.0,18.024113,15.7282915,-0.0,20.47467,-0.0,-0.0,14.045985,10.1879225,10.06474,-0.0,-0.0,-0.0,12.0660925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.055409607,-0.0,-0.0,-0.0,7.5908403,-0.0,0.7683054,-0.0,12.0138,-0.0,-0.0,-0.0,15.596243,4.536397,38.56849,-0.0,-0.0,0.26861116,-0.0,20.26776,-0.0,-0.0,-0.0,-0.0,20.076862,-0.0,-0.0,-0.0,-0.0,12.959182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,4.0585017,-0.0,-0.0,-0.0,11.477926,-0.0,16.577112,-0.0,-0.0,-0.0,2.460531,-0.0,-0.0,-0.0,-0.0,4.386737,-0.0,-0.0,-0.0,-0.0,-0.0,107.413345,92.88595,-0.0,-0.0,-0.0,-0.0,92.252914,-0.0,-0.0,12.029564,-0.0,-0.0,-0.0,9.538392,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.982004,-0.0,-0.0,-0.0,-0.0,17.942225,-0.0,-0.0,-0.0,-0.0,8.043088,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
14.199204,-0.0,-0.0,25.804977,-0.0,-0.0,5.2637353,28.047981,-0.0,22.972,-0.0,-0.0,2.9863915,11.176929,22.973602,-0.0,-0.0,-0.0,18.070597,-0.0,-0.0,-0.0,-0.0,-0.0,14.68086,0.94850636,-0.0,-0.0,-0.0,14.605515,40.065933,-0.0,-0.0,8.436022,-0.0,-0.0,-0.0,27.607119,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,29.876963,-0.0,-0.0,-0.0,-0.0,31.076042,-0.0,-0.0,-0.0,-0.0,18.901848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
12.129093,-0.0,-0.0,22.05404,-0.0,-0.0,2.8904483,23.771967,-0.0,18.850384,-0.0,-0.0,1.0996451,9.1010275,19.651705,-0.0,-0.0,-0.0,15.123352,-0.0,-0.0,-0.0,-0.0,-0.0,16.739012,0.29978585,-0.0,-0.0,-0.0,12.183508,38.6557,-0.0,-0.0,6.4762335,-0.0,-0.0,-0.0,23.350681,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.035728,-0.0,-0.0,-0.0,-0.0,26.127243,-0.0,-0.0,-0.0,-0.0,15.799325,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-0.0,-0.0,-0.0,-0.0,54.37942,-0.0,7.4493523,3.4501781,-0.0,10.229994,-0.0,-0.0,1.9397925,1.9321169,-0.0,-0.0,-0.0,-0.0,2.056866,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.460327,-0.0,6.314807,-0.0,-0.0,-0.0,3.1198392,26.916634,43.998608,-0.0,-0.0,19.16155,-0.0,8.014255,-0.0,-0.0,-0.0,-0.0,7.0016074,-0.0,-0.0,-0.0,-0.0,3.7138505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
